Product Name,Brand,Price,ImageName
Gentle Treatment Relaxer Kit Regular,Gentle Treatment,60,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/G/T/GT203006_0.jpg
Gentle Treatment Relaxer Kit Super,Gentle Treatment,60,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/G/T/GT204006_0.jpeg
