Product Name,Brand,Price,ImageName
Profectiv MG Break Free Leave-in 15oz.,Profectiv,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/P/F/PF10415_0_1.png
Profectiv MG Deep Conditioner 15oz.,Profectiv,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/P/F/PF11715_0_1.png
Profectiv MG Stimulating Shampoo 12oz.,Profectiv,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/P/F/PF13112_0_1.png
Profectiv MG Growth Oil 8oz.,Profectiv,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/P/F/PF11608_0_1.png
Profectiv MG Growth Lotion 8oz.,Profectiv,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/P/F/PF11508_0_1.png
