Product Name,Brand,Price,ImageName
Got2b Tube Gel Ultra (Black) 150ml.,Got2B,60,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/G/T/GTB1_0.png
