Product Name,Brand,Price,ImageName
Dr.Miracles Edge Holding Gel 2oz.,Dr. Miracle's,75,https://www.suhailcosmetics.com/media/catalog/product/cache/0f831c1845fc143d00d6d1ebc49f446a/D/M/DM221006_0_1.jpg
